iter	Passed	Remaining
206	2070	7931
207	2072	7890
208	2073	7848
209	2075	7807
210	2081	7783
211	2083	7745
212	2086	7708
213	2101	7717
214	2115	7724
215	2120	7696
216	2123	7661
217	2124	7621
218	2125	7581
219	2128	7545
220	2130	7509
221	2140	7500
222	2142	7465
223	2145	7432
224	2146	7394
225	2154	7377
226	2156	7344
227	2158	7307
228	2159	7270
229	2160	7233
230	2162	7197
231	2169	7183
232	2172	7151
233	2192	7176
234	2193	7141
235	2200	7123
236	2226	7166
237	2232	7149
238	2239	7132
239	2246	7114
240	2263	7128
241	2267	7103
242	2277	7094
243	2280	7066
244	2285	7043
245	2296	7039
246	2297	7005
247	2309	7002
248	2312	6975
249	2323	6969
250	2325	6938
251	2326	6906
252	2333	6890
253	2335	6860
254	2339	6834
255	2340	6802
256	2518	7280
257	2521	7251
258	2522	7217
259	2524	7184
260	2525	7151
261	2526	7117
262	2528	7084
263	2529	7051
264	2530	7018
265	2545	7023
266	2546	6990
267	2557	6984
268	2559	6954
269	2562	6927
270	2571	6918
271	2574	6889
272	2575	6858
273	2577	6830
274	2587	6822
275	2588	6791
276	2590	6760
277	2593	6736
278	2595	6707
279	2611	6714
280	2614	6690
281	2642	6728
282	2645	6702
283	2860	7211
284	2861	7179
285	2862	7147
286	2869	7127
287	2870	7095
288	2871	7064
289	2872	7032
290	2873	7001
291	2874	6969
292	2875	6938
293	2876	6907
294	2877	6877
295	2882	6856
296	2884	6827
297	2885	6797
298	2886	6767
299	2888	6738
300	2890	6711
301	2891	6683
302	2893	6655
303	2906	6654
304	2908	6627
305	2910	6599
306	2911	6572
307	2912	6544
308	2913	6516
309	2915	6488
310	2916	6461
311	2922	6443
312	2923	6416
313	2925	6390
314	2926	6364
315	2928	6338
316	2934	6322
317	2936	6297
318	2938	6272
319	2939	6246
320	2940	6220
321	2941	6194
322	2943	6168
323	2954	6164
324	2956	6141
325	2958	6117
326	2972	6117
327	2974	6094
328	2982	6082
329	2983	6057
330	2985	6033
331	2987	6011
332	2989	5986
333	2990	5964
334	3002	5959
335	3003	5936
336	3014	5930
337	3017	5909
338	3019	5887
339	3020	5863
340	3021	5840
341	3027	5825
342	3029	5803
343	3031	5781
344	3033	5758
345	3034	5736
346	3035	5713
347	3043	5702
348	3045	5681
349	3046	5658
350	3059	5656
351	3060	5634
352	3062	5612
353	3063	5591
354	3066	5570
355	3080	5572
356	3081	5550
357	3083	5528
358	3086	5510
359	3089	5492
360	3091	5471
361	3100	5464
362	3102	5444
363	3131	5470
364	3133	5452
365	3142	5444
366	3145	5425
367	3147	5406
368	3149	5385
369	3151	5365
370	3164	5364
371	3165	5344
372	3167	5323
373	3174	5314
374	3176	5294
375	3178	5274
376	3179	5254
377	3180	5233
378	3182	5214
379	3183	5194
380	3189	5181
381	3191	5162
382	3205	5164
383	3214	5156
384	3215	5137
385	3217	5117
386	3219	5099
387	3221	5080
388	3222	5061
389	3223	5042
390	3224	5023
391	3227	5005
392	3229	4987
393	3231	4969
394	3239	4961
395	3240	4943
396	3243	4926
397	3244	4907
398	3245	4889
399	3247	4870
400	3252	4859
401	3422	5090
402	3475	5148
403	3487	5144
404	3488	5125
405	3492	5110
406	3500	5100
407	3503	5084
408	3505	5065
409	3509	5049
410	3511	5032
411	3514	5015
412	3528	5015
413	3530	4997
414	3531	4978
415	3538	4968
416	3541	4951
417	3803	5295
418	3806	5277
419	3808	5258
420	3818	5252
421	3821	5233
422	3822	5214
423	3824	5195
424	3826	5177
425	3828	5158
426	3830	5140
427	3832	5121
428	3834	5103
429	3836	5085
430	3841	5071
431	3844	5054
432	3845	5036
433	3847	5017
434	3854	5006
435	3877	5015
436	3878	4996
437	4007	5141
438	4008	5122
439	4010	5104
440	4013	5087
441	4016	5070
442	4028	5064
443	4030	5046
444	4031	5028
445	4033	5010
446	4038	4996
447	4040	4977
448	4042	4960
449	4044	4942
450	4054	4935
451	4056	4917
452	4057	4899
453	4058	4881
454	4060	4863
455	4076	4863
456	4078	4845
457	4079	4828
458	4085	4815
459	4086	4797
460	4088	4779
461	4089	4761
462	4090	4744
463	4091	4726
464	4092	4708
465	4093	4690
466	4094	4673
467	4098	4659
468	4102	4645
469	4103	4627
470	4105	4610
471	4105	4593
472	4107	4576
473	4108	4559
474	4116	4550
475	4118	4533
476	4120	4517
477	4121	4501
478	4123	4484
479	4132	4476
480	4137	4463
481	4138	4447
482	4139	4431
483	4149	4423
484	4150	4407
485	4155	4394
486	4162	4384
487	4163	4368
488	4166	4353
489	4167	4337
490	4168	4321
491	4170	4305
492	4181	4300
493	4182	4284
494	4184	4268
495	4185	4253
496	4190	4241
497	4193	4227
498	4195	4212
499	4197	4197
500	4198	4181
501	4199	4166
502	4200	4150
503	4201	4134
504	4249	4165
505	4255	4154
506	4264	4146
507	4271	4137
508	4280	4129
509	4283	4115
510	4286	4102
511	4301	4099
512	4302	4084
513	4310	4075
514	4311	4060
515	4329	4061
516	4334	4049
517	4346	4044
518	4349	4030
519	4356	4021
520	4359	4007
521	4376	4007
522	4385	3999
523	4387	3985
524	4392	3974
525	4401	3966
526	4403	3951
527	4422	3953
528	4430	3944
529	4432	3930
530	4438	3920
531	4446	3911
532	4448	3897
533	4452	3885
534	4466	3882
535	4468	3867
536	4478	3861
537	4481	3848
538	4482	3833
539	4483	3819
540	4490	3809
541	4491	3795
542	4492	3780
543	4493	3766
544	4494	3752
545	4495	3738
546	4496	3723
547	4498	3710
548	4499	3696
549	4502	3684
550	4506	3672
551	4515	3665
552	4518	3652
553	4520	3638
554	4521	3625
555	4523	3612
556	4537	3608
557	4539	3595
558	4540	3582
559	4541	3568
560	4543	3555
561	4552	3547
562	4554	3535
563	4556	3522
564	4615	3553
565	4618	3541
566	4620	3528
567	4624	3516
568	4631	3508
569	4635	3496
570	4647	3492
571	4650	3479
572	4652	3467
573	4656	3455
574	4663	3446
575	4665	3434
576	4666	3421
577	4678	3415
578	4742	3448
579	4745	3436
580	4746	3423
581	4748	3410
582	4749	3397
583	4750	3383
584	4758	3375
585	4759	3362
586	4761	3350
587	4762	3337
588	4774	3331
589	4776	3319
590	4778	3306
591	4779	3294
592	4781	3281
593	4787	3272
594	4789	3259
595	4790	3247
596	4792	3235
597	4795	3224
598	4797	3211
599	4813	3209
600	4820	3200
601	4826	3190
602	4828	3178
603	4830	3166
604	4833	3155
605	4835	3143
606	4845	3137
607	4848	3126
608	4850	3114
609	4852	3102
610	4859	3093
611	4861	3082
612	4862	3070
613	4867	3060
614	4873	3051
615	4875	3039
616	4877	3027
617	4879	3015
618	4881	3004
619	4899	3002
620	4903	2992
621	4905	2980
622	4913	2973
623	4916	2962
624	4918	2951
625	4920	2939
626	4921	2927
627	4928	2919
628	4933	2910
629	4936	2899
630	4938	2888
631	4941	2877
632	4942	2865
633	4943	2854
634	4944	2842
635	4955	2836
636	4959	2826
637	4960	2814
638	4968	2806
639	4969	2795
640	4971	2784
641	4973	2773
642	4975	2762
643	4977	2751
644	4979	2740
645	4980	2729
646	4982	2718
647	4984	2707
648	4986	2696
649	4987	2685
650	4988	2674
651	4990	2663
652	4992	2652
653	4994	2642
654	4995	2631
655	4997	2620
656	4999	2610
657	5002	2600
658	5009	2592
659	5015	2583
660	5016	2572
661	5018	2562
662	5033	2558
663	5041	2550
664	5043	2540
665	5044	2529
666	5045	2519
667	5048	2509
668	5049	2498
669	5060	2492
670	5064	2482
671	5065	2472
672	5078	2467
673	5079	2456
674	5091	2451
675	5093	2441
676	5096	2431
677	5110	2427
678	5114	2417
679	5123	2411
680	5125	2400
681	5127	2390
682	5129	2380
683	5130	2370
684	5140	2363
685	5141	2353
686	5142	2342
687	5143	2332
688	5154	2326
689	5157	2317
690	5167	2310
691	5169	2300
692	5172	2291
693	5183	2285
694	5185	2275
695	5186	2265
696	5187	2255
697	5195	2248
698	5201	2239
699	5203	2229
700	5204	2219
701	5215	2213
702	5219	2205
703	5226	2197
704	5229	2188
705	5230	2178
706	5232	2168
707	5234	2158
708	5239	2150
709	5241	2141
710	5243	2131
711	5244	2121
712	5245	2111
713	5246	2101
714	5248	2092
715	5260	2086
716	5262	2076
717	5263	2067
718	5270	2059
719	5272	2050
720	5274	2041
721	5276	2031
722	5278	2022
723	5279	2012
724	5285	2005
725	5287	1995
726	5289	1986
727	5293	1977
728	5301	1970
729	5304	1961
730	5315	1955
731	5317	1946
732	5318	1937
733	5319	1927
734	5321	1918
735	5323	1909
736	5325	1900
737	5333	1893
738	5334	1884
739	5335	1874
740	5340	1866
741	5347	1859
742	5349	1850
743	5350	1841
744	5353	1832
745	5354	1822
746	5355	1813
747	5364	1807
748	5366	1798
749	5368	1789
750	5369	1780
751	5376	1773
752	5379	1764
753	5380	1755
754	5381	1746
755	5383	1737
756	5390	1730
757	5394	1722
758	5396	1713
759	5397	1704
760	5399	1695
761	5402	1687
762	5404	1678
763	5405	1669
764	5409	1661
765	5416	1654
766	5418	1645
767	5419	1637
768	5429	1630
769	5431	1622
770	5433	1613
771	5436	1605
772	5437	1596
773	5439	1588
774	5441	1579
775	5443	1571
776	5444	1562
777	5446	1554
778	5447	1545
779	5451	1537
780	5453	1529
781	5462	1522
782	5464	1514
783	5466	1505
784	5468	1497
785	5470	1489
786	5479	1482
787	5484	1475
788	5485	1467
789	5492	1460
790	5494	1451
791	5495	1443
792	5497	1435
793	5500	1427
794	5507	1420
795	5508	1411
796	5512	1404
797	5514	1395
798	5515	1387
799	5526	1381
800	5529	1373
801	5538	1367
802	5539	1359
803	5541	1350
804	5542	1342
805	5544	1334
806	5546	1326
807	5550	1318
808	5554	1311
809	5556	1303
810	5572	1298
811	5573	1290
812	5585	1284
813	5587	1276
814	5589	1268
815	5590	1260
816	5599	1254
817	5600	1246
818	5602	1238
819	5603	1230
820	5604	1221
821	5606	1214
822	5609	1206
823	5610	1198
824	5612	1190
825	5613	1182
826	5615	1174
827	5621	1167
828	5623	1159
829	5624	1152
830	5628	1144
831	5630	1136
832	5632	1129
833	5633	1121
834	5635	1113
835	5637	1105
836	5638	1098
837	5640	1090
838	5647	1083
839	5648	1075
840	5650	1068
841	5651	1060
842	5652	1052
843	5654	1045
844	5655	1037
845	5663	1030
846	5667	1023
847	5668	1016
848	5669	1008
849	5671	1000
850	5677	994
851	5679	986
852	5681	979
853	5683	971
854	5685	964
855	5686	956
856	5688	949
857	5690	941
858	5700	935
859	5702	928
860	5704	920
861	5706	913
862	5712	906
863	5714	899
864	5715	892
865	5720	885
866	5727	878
867	5729	871
868	5731	864
869	5737	857
870	5750	851
871	5752	844
872	5757	837
873	5760	830
874	5762	823
875	5766	816
876	5767	808
877	5774	802
878	5776	795
879	5778	787
880	5798	783
881	5812	777
882	5829	772
883	5830	765
884	5844	759
885	5847	752
886	5849	745
887	5850	737
888	5857	731
889	5861	724
890	5862	717
891	5864	710
892	5865	702
893	5872	696
894	5877	689
895	5878	682
896	5879	675
897	5881	667
898	5883	660
899	5884	653
900	5886	646
901	5913	642
902	5931	637
903	5936	630
904	5941	623
905	5943	616
906	5955	610
907	5956	603
908	5962	596
909	5983	591
910	5987	584
911	5988	577
912	5998	571
913	6004	564
914	6005	557
915	6021	552
916	6054	548
917	6058	541
918	6060	534
919	6061	527
920	6063	520
921	6074	513
922	6091	508
923	6108	502
924	6110	495
925	6120	489
926	6123	482
927	6132	475
928	6134	468
929	6136	461
930	6138	454
931	6139	447
932	6141	441
933	6142	434
934	6144	427
935	6145	420
936	6148	413
937	6159	407
938	6161	400
939	6163	393
940	6172	386
941	6175	380
942	6177	373
943	6179	366
944	6180	359
945	6182	352
946	6183	346
947	6185	339
948	6187	332
949	6194	326
950	6204	319
951	6212	313
952	6214	306
953	6216	299
954	6277	295
955	6279	288
956	6283	282
957	6306	276
958	6308	269
959	6348	264
960	6356	257
961	6358	251
962	6360	244
963	6361	237
964	6370	231
965	6374	224
966	6378	217
967	6385	211
968	6395	204
969	6397	197
970	6404	191
971	6411	184
972	6413	177
973	6420	171
974	6421	164
975	6422	157
976	6425	151
977	6428	144
978	6436	138
979	6437	131
980	6438	124
981	6441	118
982	6442	111
983	6449	104
984	6451	98
985	6453	91
986	6454	85
987	6455	78
988	6456	71
989	6458	65
990	6460	58
991	6462	52
992	6464	45
993	6465	39
994	6467	32
995	6485	26
996	6617	19
997	6660	13
998	6663	6
999	6672	0
